iform	iclass	category	extension	isa_set	mode	bytes	xed_iform	xed_length	decoder_contract	operand_contract	legality_contract	formatter_contract	evidence_state	blocker
VCVTPS2IBS_YMMi8_MASKmskw_MEMf32_AVX512	VCVTPS2IBS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_256	64	62 f5 7d 29 69 00	VCVTPS2IBS_YMMi8_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2IBS_YMMi8_MASKmskw_YMMf32_AVX512	VCVTPS2IBS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_256	64	62 f5 7d 29 69 c0	VCVTPS2IBS_YMMi8_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2IBS_ZMMi8_MASKmskw_MEMf32_AVX512	VCVTPS2IBS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_512	64	62 f5 7d 49 69 00	VCVTPS2IBS_ZMMi8_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2IBS_ZMMi8_MASKmskw_ZMMf32_AVX512	VCVTPS2IBS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_512	64	62 f5 7d 59 69 c0	VCVTPS2IBS_ZMMi8_MASKmskw_ZMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2IUBS_XMMu8_MASKmskw_MEMf32_AVX512	VCVTPS2IUBS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_128	64	62 f5 7d 09 6b 00	VCVTPS2IUBS_XMMu8_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2IUBS_XMMu8_MASKmskw_XMMf32_AVX512	VCVTPS2IUBS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_128	64	62 f5 7d 09 6b c0	VCVTPS2IUBS_XMMu8_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2IUBS_YMMu8_MASKmskw_MEMf32_AVX512	VCVTPS2IUBS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_256	64	62 f5 7d 29 6b 00	VCVTPS2IUBS_YMMu8_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2IUBS_YMMu8_MASKmskw_YMMf32_AVX512	VCVTPS2IUBS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_256	64	62 f5 7d 29 6b c0	VCVTPS2IUBS_YMMu8_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2IUBS_ZMMu8_MASKmskw_MEMf32_AVX512	VCVTPS2IUBS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_512	64	62 f5 7d 49 6b 00	VCVTPS2IUBS_ZMMu8_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2IUBS_ZMMu8_MASKmskw_ZMMf32_AVX512	VCVTPS2IUBS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_512	64	62 f5 7d 49 6b c0	VCVTPS2IUBS_ZMMu8_MASKmskw_ZMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2PHX_XMMf16_MASKmskw_MEMf32_AVX512_VL128	VCVTPS2PHX	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 7d 09 1d 00	VCVTPS2PHX_XMMf16_MASKmskw_MEMf32_AVX512_VL128	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2PHX_XMMf16_MASKmskw_MEMf32_AVX512_VL256	VCVTPS2PHX	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 7d 29 1d 00	VCVTPS2PHX_XMMf16_MASKmskw_MEMf32_AVX512_VL256	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2PHX_XMMf16_MASKmskw_XMMf32_AVX512	VCVTPS2PHX	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 7d 09 1d c0	VCVTPS2PHX_XMMf16_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2PHX_XMMf16_MASKmskw_YMMf32_AVX512	VCVTPS2PHX	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 7d 29 1d c0	VCVTPS2PHX_XMMf16_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2PHX_YMMf16_MASKmskw_MEMf32_AVX512_VL512	VCVTPS2PHX	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 7d 49 1d 00	VCVTPS2PHX_YMMf16_MASKmskw_MEMf32_AVX512_VL512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2PHX_YMMf16_MASKmskw_ZMMf32_AVX512	VCVTPS2PHX	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 7d 59 1d c0	VCVTPS2PHX_YMMf16_MASKmskw_ZMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2QQ_XMMi64_MASKmskw_MEMf32_AVX512	VCVTPS2QQ	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 7d 09 7b 00	VCVTPS2QQ_XMMi64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2QQ_XMMi64_MASKmskw_XMMf32_AVX512	VCVTPS2QQ	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 7d 09 7b c0	VCVTPS2QQ_XMMi64_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2QQ_YMMi64_MASKmskw_MEMf32_AVX512	VCVTPS2QQ	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 7d 29 7b 00	VCVTPS2QQ_YMMi64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2QQ_YMMi64_MASKmskw_XMMf32_AVX512	VCVTPS2QQ	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 7d 29 7b c0	VCVTPS2QQ_YMMi64_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2QQ_ZMMi64_MASKmskw_MEMf32_AVX512	VCVTPS2QQ	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 7d 49 7b 00	VCVTPS2QQ_ZMMi64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2QQ_ZMMi64_MASKmskw_YMMf32_AVX512	VCVTPS2QQ	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 7d 59 7b c0	VCVTPS2QQ_ZMMi64_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UDQ_XMMu32_MASKmskw_MEMf32_AVX512	VCVTPS2UDQ	CONVERT	AVX512EVEX	AVX512F_128	64	62 f1 7c 09 79 00	VCVTPS2UDQ_XMMu32_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UDQ_XMMu32_MASKmskw_XMMf32_AVX512	VCVTPS2UDQ	CONVERT	AVX512EVEX	AVX512F_128	64	62 f1 7c 09 79 c0	VCVTPS2UDQ_XMMu32_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UDQ_YMMu32_MASKmskw_MEMf32_AVX512	VCVTPS2UDQ	CONVERT	AVX512EVEX	AVX512F_256	64	62 f1 7c 29 79 00	VCVTPS2UDQ_YMMu32_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UDQ_YMMu32_MASKmskw_YMMf32_AVX512	VCVTPS2UDQ	CONVERT	AVX512EVEX	AVX512F_256	64	62 f1 7c 29 79 c0	VCVTPS2UDQ_YMMu32_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UDQ_ZMMu32_MASKmskw_MEMf32_AVX512	VCVTPS2UDQ	CONVERT	AVX512EVEX	AVX512F_512	64	62 f1 7c 49 79 00	VCVTPS2UDQ_ZMMu32_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UDQ_ZMMu32_MASKmskw_ZMMf32_AVX512	VCVTPS2UDQ	CONVERT	AVX512EVEX	AVX512F_512	64	62 f1 7c 59 79 c0	VCVTPS2UDQ_ZMMu32_MASKmskw_ZMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UQQ_XMMu64_MASKmskw_MEMf32_AVX512	VCVTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 7d 09 79 00	VCVTPS2UQQ_XMMu64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UQQ_XMMu64_MASKmskw_XMMf32_AVX512	VCVTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 7d 09 79 c0	VCVTPS2UQQ_XMMu64_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UQQ_YMMu64_MASKmskw_MEMf32_AVX512	VCVTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 7d 29 79 00	VCVTPS2UQQ_YMMu64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UQQ_YMMu64_MASKmskw_XMMf32_AVX512	VCVTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 7d 29 79 c0	VCVTPS2UQQ_YMMu64_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UQQ_ZMMu64_MASKmskw_MEMf32_AVX512	VCVTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 7d 49 79 00	VCVTPS2UQQ_ZMMu64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTPS2UQQ_ZMMu64_MASKmskw_YMMf32_AVX512	VCVTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 7d 49 79 c0	VCVTPS2UQQ_ZMMu64_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PD_XMMf64_MASKmskw_MEMi64_AVX512	VCVTQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 fe 09 e6 00	VCVTQQ2PD_XMMf64_MASKmskw_MEMi64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PD_XMMf64_MASKmskw_XMMi64_AVX512	VCVTQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 fe 09 e6 c0	VCVTQQ2PD_XMMf64_MASKmskw_XMMi64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PD_YMMf64_MASKmskw_MEMi64_AVX512	VCVTQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 fe 29 e6 00	VCVTQQ2PD_YMMf64_MASKmskw_MEMi64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PD_YMMf64_MASKmskw_YMMi64_AVX512	VCVTQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 fe 29 e6 c0	VCVTQQ2PD_YMMf64_MASKmskw_YMMi64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PD_ZMMf64_MASKmskw_MEMi64_AVX512	VCVTQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 fe 49 e6 00	VCVTQQ2PD_ZMMf64_MASKmskw_MEMi64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PD_ZMMf64_MASKmskw_ZMMi64_AVX512	VCVTQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 fe 49 e6 c0	VCVTQQ2PD_ZMMf64_MASKmskw_ZMMi64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL128	VCVTQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 fc 09 5b 00	VCVTQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL128	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL256	VCVTQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 fc 29 5b 00	VCVTQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL256	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL512	VCVTQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 fc 49 5b 00	VCVTQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PH_XMMf16_MASKmskw_XMMu64_AVX512	VCVTQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 fc 09 5b c0	VCVTQQ2PH_XMMf16_MASKmskw_XMMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PH_XMMf16_MASKmskw_YMMu64_AVX512	VCVTQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 fc 29 5b c0	VCVTQQ2PH_XMMf16_MASKmskw_YMMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PH_XMMf16_MASKmskw_ZMMu64_AVX512	VCVTQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 fc 49 5b c0	VCVTQQ2PH_XMMf16_MASKmskw_ZMMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PS_XMMf32_MASKmskw_MEMu64_AVX512_VL128	VCVTQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 fc 09 5b 00	VCVTQQ2PS_XMMf32_MASKmskw_MEMu64_AVX512_VL128	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PS_XMMf32_MASKmskw_MEMu64_AVX512_VL256	VCVTQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 fc 29 5b 00	VCVTQQ2PS_XMMf32_MASKmskw_MEMu64_AVX512_VL256	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PS_XMMf32_MASKmskw_XMMu64_AVX512_VL128	VCVTQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 fc 09 5b c0	VCVTQQ2PS_XMMf32_MASKmskw_XMMu64_AVX512_VL128	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PS_XMMf32_MASKmskw_YMMu64_AVX512_VL256	VCVTQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 fc 29 5b c0	VCVTQQ2PS_XMMf32_MASKmskw_YMMu64_AVX512_VL256	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PS_YMMf32_MASKmskw_MEMu64_AVX512_VL512	VCVTQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 fc 49 5b 00	VCVTQQ2PS_YMMf32_MASKmskw_MEMu64_AVX512_VL512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTQQ2PS_YMMf32_MASKmskw_ZMMu64_AVX512_VL512	VCVTQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 fc 59 5b c0	VCVTQQ2PS_YMMf32_MASKmskw_ZMMu64_AVX512_VL512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8S_XMMhf8_MASKmskw_MEMf32_AVX512_VL128	VCVTROPS2HF8S	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	64	62 f5 7d 09 3a 00	VCVTROPS2HF8S_XMMhf8_MASKmskw_MEMf32_AVX512_VL128	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8S_XMMhf8_MASKmskw_MEMf32_AVX512_VL256	VCVTROPS2HF8S	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	64	62 f5 7d 29 3a 00	VCVTROPS2HF8S_XMMhf8_MASKmskw_MEMf32_AVX512_VL256	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8S_XMMhf8_MASKmskw_MEMf32_AVX512_VL512	VCVTROPS2HF8S	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	64	62 f5 7d 49 3a 00	VCVTROPS2HF8S_XMMhf8_MASKmskw_MEMf32_AVX512_VL512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8S_XMMhf8_MASKmskw_XMMf32_AVX512	VCVTROPS2HF8S	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	64	62 f5 7d 09 3a c0	VCVTROPS2HF8S_XMMhf8_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8S_XMMhf8_MASKmskw_YMMf32_AVX512	VCVTROPS2HF8S	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	64	62 f5 7d 29 3a c0	VCVTROPS2HF8S_XMMhf8_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8S_XMMhf8_MASKmskw_ZMMf32_AVX512	VCVTROPS2HF8S	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	64	62 f5 7d 49 3a c0	VCVTROPS2HF8S_XMMhf8_MASKmskw_ZMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8_XMMhf8_MASKmskw_MEMf32_AVX512_VL128	VCVTROPS2HF8	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	64	62 f5 7d 09 38 00	VCVTROPS2HF8_XMMhf8_MASKmskw_MEMf32_AVX512_VL128	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8_XMMhf8_MASKmskw_MEMf32_AVX512_VL256	VCVTROPS2HF8	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	64	62 f5 7d 29 38 00	VCVTROPS2HF8_XMMhf8_MASKmskw_MEMf32_AVX512_VL256	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8_XMMhf8_MASKmskw_MEMf32_AVX512_VL512	VCVTROPS2HF8	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	64	62 f5 7d 49 38 00	VCVTROPS2HF8_XMMhf8_MASKmskw_MEMf32_AVX512_VL512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8_XMMhf8_MASKmskw_XMMf32_AVX512	VCVTROPS2HF8	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	64	62 f5 7d 09 38 c0	VCVTROPS2HF8_XMMhf8_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8_XMMhf8_MASKmskw_YMMf32_AVX512	VCVTROPS2HF8	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	64	62 f5 7d 29 38 c0	VCVTROPS2HF8_XMMhf8_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTROPS2HF8_XMMhf8_MASKmskw_ZMMf32_AVX512	VCVTROPS2HF8	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	64	62 f5 7d 49 38 c0	VCVTROPS2HF8_XMMhf8_MASKmskw_ZMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSD2SH_XMMf16_MASKmskw_XMMf64_MEMf64_AVX512	VCVTSD2SH	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 ff 09 5a 00	VCVTSD2SH_XMMf16_MASKmskw_XMMf64_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSD2SH_XMMf16_MASKmskw_XMMf64_XMMf64_AVX512	VCVTSD2SH	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 ff 09 5a c0	VCVTSD2SH_XMMf16_MASKmskw_XMMf64_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSD2SI_GPR32i32_MEMf64_AVX512	VCVTSD2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7f 08 2d 00	VCVTSD2SI_GPR32i32_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSD2SI_GPR32i32_XMMf64_AVX512	VCVTSD2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7f 18 2d c0	VCVTSD2SI_GPR32i32_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSD2SI_GPR64i64_MEMf64_AVX512	VCVTSD2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 ff 08 2d 00	VCVTSD2SI_GPR64i64_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSD2SI_GPR64i64_XMMf64_AVX512	VCVTSD2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 ff 18 2d c0	VCVTSD2SI_GPR64i64_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSD2USI_GPR32u32_MEMf64_AVX512	VCVTSD2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7f 08 79 00	VCVTSD2USI_GPR32u32_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSD2USI_GPR32u32_XMMf64_AVX512	VCVTSD2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7f 08 79 c0	VCVTSD2USI_GPR32u32_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSD2USI_GPR64u64_MEMf64_AVX512	VCVTSD2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 ff 08 79 00	VCVTSD2USI_GPR64u64_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSD2USI_GPR64u64_XMMf64_AVX512	VCVTSD2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 ff 18 79 c0	VCVTSD2USI_GPR64u64_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSH2SD_XMMf64_MASKmskw_XMMf64_MEMf16_AVX512	VCVTSH2SD	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 09 5a 00	VCVTSH2SD_XMMf64_MASKmskw_XMMf64_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSH2SD_XMMf64_MASKmskw_XMMf64_XMMf16_AVX512	VCVTSH2SD	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 19 5a c0	VCVTSH2SD_XMMf64_MASKmskw_XMMf64_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSH2SI_GPR32i32_MEMf16_AVX512	VCVTSH2SI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 08 2d 00	VCVTSH2SI_GPR32i32_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSH2SI_GPR32i32_XMMf16_AVX512	VCVTSH2SI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 18 2d c0	VCVTSH2SI_GPR32i32_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSH2SI_GPR64i64_MEMf16_AVX512	VCVTSH2SI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 fe 08 2d 00	VCVTSH2SI_GPR64i64_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSH2SI_GPR64i64_XMMf16_AVX512	VCVTSH2SI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 fe 18 2d c0	VCVTSH2SI_GPR64i64_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSH2SS_XMMf32_MASKmskw_XMMf32_MEMf16_AVX512	VCVTSH2SS	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f6 7c 09 13 00	VCVTSH2SS_XMMf32_MASKmskw_XMMf32_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSH2SS_XMMf32_MASKmskw_XMMf32_XMMf16_AVX512	VCVTSH2SS	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f6 7c 19 13 c0	VCVTSH2SS_XMMf32_MASKmskw_XMMf32_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSH2USI_GPR32u32_MEMf16_AVX512	VCVTSH2USI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 08 79 00	VCVTSH2USI_GPR32u32_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTSH2USI_GPR32u32_XMMf16_AVX512	VCVTSH2USI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 18 79 c0	VCVTSH2USI_GPR32u32_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
