iform	iclass	category	extension	isa_set	mode	bytes	xed_iform	xed_length	decoder_contract	operand_contract	legality_contract	formatter_contract	evidence_state	blocker
VCVTTPS2UQQS_XMMu64_MASKmskw_MEMf32_AVX512	VCVTTPS2UQQS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_128	64	62 f5 7d 09 6c 00	VCVTTPS2UQQS_XMMu64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQS_XMMu64_MASKmskw_XMMf32_AVX512	VCVTTPS2UQQS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_128	64	62 f5 7d 09 6c c0	VCVTTPS2UQQS_XMMu64_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQS_YMMu64_MASKmskw_MEMf32_AVX512	VCVTTPS2UQQS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_256	64	62 f5 7d 29 6c 00	VCVTTPS2UQQS_YMMu64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQS_YMMu64_MASKmskw_XMMf32_AVX512	VCVTTPS2UQQS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_256	64	62 f5 7d 29 6c c0	VCVTTPS2UQQS_YMMu64_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQS_ZMMu64_MASKmskw_MEMf32_AVX512	VCVTTPS2UQQS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_512	64	62 f5 7d 49 6c 00	VCVTTPS2UQQS_ZMMu64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQS_ZMMu64_MASKmskw_YMMf32_AVX512	VCVTTPS2UQQS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_512	64	62 f5 7d 49 6c c0	VCVTTPS2UQQS_ZMMu64_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQ_XMMu64_MASKmskw_MEMf32_AVX512	VCVTTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 7d 09 78 00	VCVTTPS2UQQ_XMMu64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQ_XMMu64_MASKmskw_XMMf32_AVX512	VCVTTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 7d 09 78 c0	VCVTTPS2UQQ_XMMu64_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQ_YMMu64_MASKmskw_MEMf32_AVX512	VCVTTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 7d 29 78 00	VCVTTPS2UQQ_YMMu64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQ_YMMu64_MASKmskw_XMMf32_AVX512	VCVTTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 7d 29 78 c0	VCVTTPS2UQQ_YMMu64_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQ_ZMMu64_MASKmskw_MEMf32_AVX512	VCVTTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 7d 49 78 00	VCVTTPS2UQQ_ZMMu64_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTPS2UQQ_ZMMu64_MASKmskw_YMMf32_AVX512	VCVTTPS2UQQ	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 7d 59 78 c0	VCVTTPS2UQQ_ZMMu64_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2SIS_GPR32i32_MEMf64_AVX512	VCVTTSD2SIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 7f 08 6d 00	VCVTTSD2SIS_GPR32i32_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2SIS_GPR32i32_XMMf64_AVX512	VCVTTSD2SIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 7f 18 6d c0	VCVTTSD2SIS_GPR32i32_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2SIS_GPR64i64_MEMf64_AVX512	VCVTTSD2SIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 ff 08 6d 00	VCVTTSD2SIS_GPR64i64_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2SIS_GPR64i64_XMMf64_AVX512	VCVTTSD2SIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 ff 18 6d c0	VCVTTSD2SIS_GPR64i64_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2SI_GPR32i32_MEMf64_AVX512	VCVTTSD2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7f 08 2c 00	VCVTTSD2SI_GPR32i32_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2SI_GPR64i64_MEMf64_AVX512	VCVTTSD2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 ff 08 2c 00	VCVTTSD2SI_GPR64i64_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2SI_GPR64i64_XMMf64_AVX512	VCVTTSD2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 ff 08 2c c0	VCVTTSD2SI_GPR64i64_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2USIS_GPR32u32_MEMf64_AVX512	VCVTTSD2USIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 7f 08 6c 00	VCVTTSD2USIS_GPR32u32_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2USIS_GPR32u32_XMMf64_AVX512	VCVTTSD2USIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 7f 08 6c c0	VCVTTSD2USIS_GPR32u32_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2USIS_GPR64u64_MEMf64_AVX512	VCVTTSD2USIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 ff 08 6c 00	VCVTTSD2USIS_GPR64u64_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2USIS_GPR64u64_XMMf64_AVX512	VCVTTSD2USIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 ff 18 6c c0	VCVTTSD2USIS_GPR64u64_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2USI_GPR32u32_MEMf64_AVX512	VCVTTSD2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7f 08 78 00	VCVTTSD2USI_GPR32u32_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2USI_GPR32u32_XMMf64_AVX512	VCVTTSD2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7f 18 78 c0	VCVTTSD2USI_GPR32u32_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2USI_GPR64u64_MEMf64_AVX512	VCVTTSD2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 ff 08 78 00	VCVTTSD2USI_GPR64u64_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSD2USI_GPR64u64_XMMf64_AVX512	VCVTTSD2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 ff 08 78 c0	VCVTTSD2USI_GPR64u64_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSH2SI_GPR32i32_MEMf16_AVX512	VCVTTSH2SI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 08 2c 00	VCVTTSH2SI_GPR32i32_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSH2SI_GPR32i32_XMMf16_AVX512	VCVTTSH2SI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 08 2c c0	VCVTTSH2SI_GPR32i32_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSH2SI_GPR64i64_MEMf16_AVX512	VCVTTSH2SI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 fe 08 2c 00	VCVTTSH2SI_GPR64i64_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSH2SI_GPR64i64_XMMf16_AVX512	VCVTTSH2SI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 fe 18 2c c0	VCVTTSH2SI_GPR64i64_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSH2USI_GPR32u32_MEMf16_AVX512	VCVTTSH2USI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 08 78 00	VCVTTSH2USI_GPR32u32_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSH2USI_GPR32u32_XMMf16_AVX512	VCVTTSH2USI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 7e 18 78 c0	VCVTTSH2USI_GPR32u32_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSH2USI_GPR64u64_MEMf16_AVX512	VCVTTSH2USI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 fe 08 78 00	VCVTTSH2USI_GPR64u64_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSH2USI_GPR64u64_XMMf16_AVX512	VCVTTSH2USI	CONVERT	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f5 fe 08 78 c0	VCVTTSH2USI_GPR64u64_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2SIS_GPR32i32_MEMf32_AVX512	VCVTTSS2SIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 7e 08 6d 00	VCVTTSS2SIS_GPR32i32_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2SIS_GPR32i32_XMMf32_AVX512	VCVTTSS2SIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 7e 18 6d c0	VCVTTSS2SIS_GPR32i32_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2SIS_GPR64i64_MEMf32_AVX512	VCVTTSS2SIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 fe 08 6d 00	VCVTTSS2SIS_GPR64i64_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2SIS_GPR64i64_XMMf32_AVX512	VCVTTSS2SIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 fe 08 6d c0	VCVTTSS2SIS_GPR64i64_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2SI_GPR32i32_MEMf32_AVX512	VCVTTSS2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7e 08 2c 00	VCVTTSS2SI_GPR32i32_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2SI_GPR32i32_XMMf32_AVX512	VCVTTSS2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7e 08 2c c0	VCVTTSS2SI_GPR32i32_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2SI_GPR64i64_MEMf32_AVX512	VCVTTSS2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 fe 08 2c 00	VCVTTSS2SI_GPR64i64_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2SI_GPR64i64_XMMf32_AVX512	VCVTTSS2SI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 fe 18 2c c0	VCVTTSS2SI_GPR64i64_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2USIS_GPR32u32_MEMf32_AVX512	VCVTTSS2USIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 7e 08 6c 00	VCVTTSS2USIS_GPR32u32_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2USIS_GPR32u32_XMMf32_AVX512	VCVTTSS2USIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 7e 08 6c c0	VCVTTSS2USIS_GPR32u32_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2USIS_GPR64u64_MEMf32_AVX512	VCVTTSS2USIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 fe 08 6c 00	VCVTTSS2USIS_GPR64u64_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2USIS_GPR64u64_XMMf32_AVX512	VCVTTSS2USIS	CONVERT	AVX512EVEX	AVX512_SAT_CVT_DS_SCALAR	64	62 f5 fe 08 6c c0	VCVTTSS2USIS_GPR64u64_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2USI_GPR32u32_MEMf32_AVX512	VCVTTSS2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7e 08 78 00	VCVTTSS2USI_GPR32u32_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2USI_GPR32u32_XMMf32_AVX512	VCVTTSS2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 7e 08 78 c0	VCVTTSS2USI_GPR32u32_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2USI_GPR64u64_MEMf32_AVX512	VCVTTSS2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 fe 08 78 00	VCVTTSS2USI_GPR64u64_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTTSS2USI_GPR64u64_XMMf32_AVX512	VCVTTSS2USI	CONVERT	AVX512EVEX	AVX512F_SCALAR	64	62 f1 fe 08 78 c0	VCVTTSS2USI_GPR64u64_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PD_XMMf64_MASKmskw_MEMu32_AVX512	VCVTUDQ2PD	CONVERT	AVX512EVEX	AVX512F_128	64	62 f1 7e 09 7a 00	VCVTUDQ2PD_XMMf64_MASKmskw_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PD_XMMf64_MASKmskw_XMMu32_AVX512	VCVTUDQ2PD	CONVERT	AVX512EVEX	AVX512F_128	64	62 f1 7e 09 7a c0	VCVTUDQ2PD_XMMf64_MASKmskw_XMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PD_YMMf64_MASKmskw_MEMu32_AVX512	VCVTUDQ2PD	CONVERT	AVX512EVEX	AVX512F_256	64	62 f1 7e 29 7a 00	VCVTUDQ2PD_YMMf64_MASKmskw_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PD_YMMf64_MASKmskw_XMMu32_AVX512	VCVTUDQ2PD	CONVERT	AVX512EVEX	AVX512F_256	64	62 f1 7e 29 7a c0	VCVTUDQ2PD_YMMf64_MASKmskw_XMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PD_ZMMf64_MASKmskw_MEMu32_AVX512	VCVTUDQ2PD	CONVERT	AVX512EVEX	AVX512F_512	64	62 f1 7e 49 7a 00	VCVTUDQ2PD_ZMMf64_MASKmskw_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PD_ZMMf64_MASKmskw_YMMu32_AVX512	VCVTUDQ2PD	CONVERT	AVX512EVEX	AVX512F_512	64	62 f1 7e 49 7a c0	VCVTUDQ2PD_ZMMf64_MASKmskw_YMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PH_XMMf16_MASKmskw_MEMu32_AVX512_VL128	VCVTUDQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 7f 09 7a 00	VCVTUDQ2PH_XMMf16_MASKmskw_MEMu32_AVX512_VL128	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PH_XMMf16_MASKmskw_MEMu32_AVX512_VL256	VCVTUDQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 7f 29 7a 00	VCVTUDQ2PH_XMMf16_MASKmskw_MEMu32_AVX512_VL256	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PH_XMMf16_MASKmskw_XMMu32_AVX512	VCVTUDQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 7f 09 7a c0	VCVTUDQ2PH_XMMf16_MASKmskw_XMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PH_XMMf16_MASKmskw_YMMu32_AVX512	VCVTUDQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 7f 29 7a c0	VCVTUDQ2PH_XMMf16_MASKmskw_YMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PH_YMMf16_MASKmskw_MEMu32_AVX512	VCVTUDQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 7f 49 7a 00	VCVTUDQ2PH_YMMf16_MASKmskw_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PH_YMMf16_MASKmskw_ZMMu32_AVX512	VCVTUDQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 7f 59 7a c0	VCVTUDQ2PH_YMMf16_MASKmskw_ZMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PS_XMMf32_MASKmskw_MEMu32_AVX512	VCVTUDQ2PS	CONVERT	AVX512EVEX	AVX512F_128	64	62 f1 7f 09 7a 00	VCVTUDQ2PS_XMMf32_MASKmskw_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PS_XMMf32_MASKmskw_XMMu32_AVX512	VCVTUDQ2PS	CONVERT	AVX512EVEX	AVX512F_128	64	62 f1 7f 09 7a c0	VCVTUDQ2PS_XMMf32_MASKmskw_XMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PS_YMMf32_MASKmskw_MEMu32_AVX512	VCVTUDQ2PS	CONVERT	AVX512EVEX	AVX512F_256	64	62 f1 7f 29 7a 00	VCVTUDQ2PS_YMMf32_MASKmskw_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PS_YMMf32_MASKmskw_YMMu32_AVX512	VCVTUDQ2PS	CONVERT	AVX512EVEX	AVX512F_256	64	62 f1 7f 29 7a c0	VCVTUDQ2PS_YMMf32_MASKmskw_YMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PS_ZMMf32_MASKmskw_MEMu32_AVX512	VCVTUDQ2PS	CONVERT	AVX512EVEX	AVX512F_512	64	62 f1 7f 49 7a 00	VCVTUDQ2PS_ZMMf32_MASKmskw_MEMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUDQ2PS_ZMMf32_MASKmskw_ZMMu32_AVX512	VCVTUDQ2PS	CONVERT	AVX512EVEX	AVX512F_512	64	62 f1 7f 59 7a c0	VCVTUDQ2PS_ZMMf32_MASKmskw_ZMMu32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PD_XMMf64_MASKmskw_MEMu64_AVX512	VCVTUQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 fe 09 7a 00	VCVTUQQ2PD_XMMf64_MASKmskw_MEMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PD_XMMf64_MASKmskw_XMMu64_AVX512	VCVTUQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 fe 09 7a c0	VCVTUQQ2PD_XMMf64_MASKmskw_XMMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PD_YMMf64_MASKmskw_MEMu64_AVX512	VCVTUQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 fe 29 7a 00	VCVTUQQ2PD_YMMf64_MASKmskw_MEMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PD_YMMf64_MASKmskw_YMMu64_AVX512	VCVTUQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 fe 29 7a c0	VCVTUQQ2PD_YMMf64_MASKmskw_YMMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PD_ZMMf64_MASKmskw_MEMu64_AVX512	VCVTUQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 fe 49 7a 00	VCVTUQQ2PD_ZMMf64_MASKmskw_MEMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PD_ZMMf64_MASKmskw_ZMMu64_AVX512	VCVTUQQ2PD	CONVERT	AVX512EVEX	AVX512DQ_512	64	62 f1 fe 49 7a c0	VCVTUQQ2PD_ZMMf64_MASKmskw_ZMMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL128	VCVTUQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 ff 09 7a 00	VCVTUQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL128	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL256	VCVTUQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 ff 29 7a 00	VCVTUQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL256	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL512	VCVTUQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 ff 49 7a 00	VCVTUQQ2PH_XMMf16_MASKmskw_MEMu64_AVX512_VL512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PH_XMMf16_MASKmskw_XMMu64_AVX512	VCVTUQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_128	64	62 f5 ff 09 7a c0	VCVTUQQ2PH_XMMf16_MASKmskw_XMMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PH_XMMf16_MASKmskw_YMMu64_AVX512	VCVTUQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_256	64	62 f5 ff 29 7a c0	VCVTUQQ2PH_XMMf16_MASKmskw_YMMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PH_XMMf16_MASKmskw_ZMMu64_AVX512	VCVTUQQ2PH	CONVERT	AVX512EVEX	AVX512_FP16_512	64	62 f5 ff 49 7a c0	VCVTUQQ2PH_XMMf16_MASKmskw_ZMMu64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PS_XMMf32_MASKmskw_MEMu64_AVX512_VL128	VCVTUQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 ff 09 7a 00	VCVTUQQ2PS_XMMf32_MASKmskw_MEMu64_AVX512_VL128	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PS_XMMf32_MASKmskw_MEMu64_AVX512_VL256	VCVTUQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 ff 29 7a 00	VCVTUQQ2PS_XMMf32_MASKmskw_MEMu64_AVX512_VL256	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PS_XMMf32_MASKmskw_XMMu64_AVX512_VL128	VCVTUQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_128	64	62 f1 ff 09 7a c0	VCVTUQQ2PS_XMMf32_MASKmskw_XMMu64_AVX512_VL128	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VCVTUQQ2PS_XMMf32_MASKmskw_YMMu64_AVX512_VL256	VCVTUQQ2PS	CONVERT	AVX512EVEX	AVX512DQ_256	64	62 f1 ff 29 7a c0	VCVTUQQ2PS_XMMf32_MASKmskw_YMMu64_AVX512_VL256	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
