iform_id	iform	iclass	iclass_id
3488	VANDNPS_YMMu32_MASKmskw_YMMu32_YMMu32_AVX512	VANDNPS	636
3489	VANDNPS_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512	VANDNPS	636
3490	VANDNPS_ZMMu32_MASKmskw_ZMMu32_ZMMu32_AVX512	VANDNPS	636
3491	VANDPD_XMMdq_XMMdq_MEMdq	VANDPD	635
3492	VANDPD_XMMdq_XMMdq_XMMdq	VANDPD	635
3493	VANDPD_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512	VANDPD	635
3494	VANDPD_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512	VANDPD	635
3495	VANDPD_YMMqq_YMMqq_MEMqq	VANDPD	635
3496	VANDPD_YMMqq_YMMqq_YMMqq	VANDPD	635
3497	VANDPD_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512	VANDPD	635
3498	VANDPD_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512	VANDPD	635
3499	VANDPD_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512	VANDPD	635
3500	VANDPD_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512	VANDPD	635
3501	VANDPS_XMMdq_XMMdq_MEMdq	VANDPS	634
3502	VANDPS_XMMdq_XMMdq_XMMdq	VANDPS	634
3503	VANDPS_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512	VANDPS	634
3504	VANDPS_XMMu32_MASKmskw_XMMu32_XMMu32_AVX512	VANDPS	634
3505	VANDPS_YMMqq_YMMqq_MEMqq	VANDPS	634
3506	VANDPS_YMMqq_YMMqq_YMMqq	VANDPS	634
3507	VANDPS_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512	VANDPS	634
3508	VANDPS_YMMu32_MASKmskw_YMMu32_YMMu32_AVX512	VANDPS	634
3509	VANDPS_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512	VANDPS	634
3510	VANDPS_ZMMu32_MASKmskw_ZMMu32_ZMMu32_AVX512	VANDPS	634
3511	VBCSTNEBF162PS_XMMf32_MEMbf16	VBCSTNEBF162PS	1472
3512	VBCSTNEBF162PS_YMMf32_MEMbf16	VBCSTNEBF162PS	1472
3513	VBCSTNESH2PS_XMMf32_MEMf16	VBCSTNESH2PS	1473
3514	VBCSTNESH2PS_YMMf32_MEMf16	VBCSTNESH2PS	1473
3515	VBLENDMPD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	VBLENDMPD	1474
3516	VBLENDMPD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	VBLENDMPD	1474
3517	VBLENDMPD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512	VBLENDMPD	1474
3518	VBLENDMPD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512	VBLENDMPD	1474
3519	VBLENDMPD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512	VBLENDMPD	1474
3520	VBLENDMPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512	VBLENDMPD	1474
3521	VBLENDMPS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	VBLENDMPS	1475
3522	VBLENDMPS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512	VBLENDMPS	1475
3523	VBLENDMPS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512	VBLENDMPS	1475
3524	VBLENDMPS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512	VBLENDMPS	1475
3525	VBLENDMPS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512	VBLENDMPS	1475
3526	VBLENDMPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512	VBLENDMPS	1475
3527	VBLENDPD_XMMdq_XMMdq_MEMdq_IMMb	VBLENDPD	1476
3528	VBLENDPD_XMMdq_XMMdq_XMMdq_IMMb	VBLENDPD	1476
3529	VBLENDPD_YMMqq_YMMqq_MEMqq_IMMb	VBLENDPD	1476
3530	VBLENDPD_YMMqq_YMMqq_YMMqq_IMMb	VBLENDPD	1476
3531	VBLENDPS_XMMdq_XMMdq_MEMdq_IMMb	VBLENDPS	1477
3532	VBLENDPS_XMMdq_XMMdq_XMMdq_IMMb	VBLENDPS	1477
3533	VBLENDPS_YMMqq_YMMqq_MEMqq_IMMb	VBLENDPS	1477
3534	VBLENDPS_YMMqq_YMMqq_YMMqq_IMMb	VBLENDPS	1477
3535	VBLENDVPD_XMMdq_XMMdq_MEMdq_XMMdq	VBLENDVPD	1478
3536	VBLENDVPD_XMMdq_XMMdq_XMMdq_XMMdq	VBLENDVPD	1478
3537	VBLENDVPD_YMMqq_YMMqq_MEMqq_YMMqq	VBLENDVPD	1478
3538	VBLENDVPD_YMMqq_YMMqq_YMMqq_YMMqq	VBLENDVPD	1478
3539	VBLENDVPS_XMMdq_XMMdq_MEMdq_XMMdq	VBLENDVPS	1479
3540	VBLENDVPS_XMMdq_XMMdq_XMMdq_XMMdq	VBLENDVPS	1479
3541	VBLENDVPS_YMMqq_YMMqq_MEMqq_YMMqq	VBLENDVPS	1479
3542	VBLENDVPS_YMMqq_YMMqq_YMMqq_YMMqq	VBLENDVPS	1479
3543	VBROADCASTF128_YMMqq_MEMdq	VBROADCASTF128	1480
3544	VBROADCASTF32X2_YMMf32_MASKmskw_MEMf32_AVX512	VBROADCASTF32X2	1481
3545	VBROADCASTF32X2_YMMf32_MASKmskw_XMMf32_AVX512	VBROADCASTF32X2	1481
3546	VBROADCASTF32X2_ZMMf32_MASKmskw_MEMf32_AVX512	VBROADCASTF32X2	1481
3547	VBROADCASTF32X2_ZMMf32_MASKmskw_XMMf32_AVX512	VBROADCASTF32X2	1481
3548	VBROADCASTF32X4_YMMf32_MASKmskw_MEMf32_AVX512	VBROADCASTF32X4	1482
3549	VBROADCASTF32X4_ZMMf32_MASKmskw_MEMf32_AVX512	VBROADCASTF32X4	1482
3550	VBROADCASTF32X8_ZMMf32_MASKmskw_MEMf32_AVX512	VBROADCASTF32X8	1483
3551	VBROADCASTF64X2_YMMf64_MASKmskw_MEMf64_AVX512	VBROADCASTF64X2	1484
3552	VBROADCASTF64X2_ZMMf64_MASKmskw_MEMf64_AVX512	VBROADCASTF64X2	1484
3553	VBROADCASTF64X4_ZMMf64_MASKmskw_MEMf64_AVX512	VBROADCASTF64X4	1485
3554	VBROADCASTI128_YMMqq_MEMdq	VBROADCASTI128	1486
3555	VBROADCASTI32X2_XMMu32_MASKmskw_MEMu32_AVX512	VBROADCASTI32X2	1487
3556	VBROADCASTI32X2_XMMu32_MASKmskw_XMMu32_AVX512	VBROADCASTI32X2	1487
3557	VBROADCASTI32X2_YMMu32_MASKmskw_MEMu32_AVX512	VBROADCASTI32X2	1487
3558	VBROADCASTI32X2_YMMu32_MASKmskw_XMMu32_AVX512	VBROADCASTI32X2	1487
3559	VBROADCASTI32X2_ZMMu32_MASKmskw_MEMu32_AVX512	VBROADCASTI32X2	1487
3560	VBROADCASTI32X2_ZMMu32_MASKmskw_XMMu32_AVX512	VBROADCASTI32X2	1487
3561	VBROADCASTI32X4_YMMu32_MASKmskw_MEMu32_AVX512	VBROADCASTI32X4	1488
3562	VBROADCASTI32X4_ZMMu32_MASKmskw_MEMu32_AVX512	VBROADCASTI32X4	1488
3563	VBROADCASTI32X8_ZMMu32_MASKmskw_MEMu32_AVX512	VBROADCASTI32X8	1489
3564	VBROADCASTI64X2_YMMu64_MASKmskw_MEMu64_AVX512	VBROADCASTI64X2	1490
3565	VBROADCASTI64X2_ZMMu64_MASKmskw_MEMu64_AVX512	VBROADCASTI64X2	1490
3566	VBROADCASTI64X4_ZMMu64_MASKmskw_MEMu64_AVX512	VBROADCASTI64X4	1491
3567	VBROADCASTSD_YMMf64_MASKmskw_MEMf64_AVX512	VBROADCASTSD	1492
3568	VBROADCASTSD_YMMf64_MASKmskw_XMMf64_AVX512	VBROADCASTSD	1492
3569	VBROADCASTSD_YMMqq_MEMq	VBROADCASTSD	1492
3570	VBROADCASTSD_YMMqq_XMMdq	VBROADCASTSD	1492
3571	VBROADCASTSD_ZMMf64_MASKmskw_MEMf64_AVX512	VBROADCASTSD	1492
3572	VBROADCASTSD_ZMMf64_MASKmskw_XMMf64_AVX512	VBROADCASTSD	1492
3573	VBROADCASTSS_XMMdq_MEMd	VBROADCASTSS	1493
3574	VBROADCASTSS_XMMdq_XMMdq	VBROADCASTSS	1493
3575	VBROADCASTSS_XMMf32_MASKmskw_MEMf32_AVX512	VBROADCASTSS	1493
3576	VBROADCASTSS_XMMf32_MASKmskw_XMMf32_AVX512	VBROADCASTSS	1493
3577	VBROADCASTSS_YMMf32_MASKmskw_MEMf32_AVX512	VBROADCASTSS	1493
3578	VBROADCASTSS_YMMf32_MASKmskw_XMMf32_AVX512	VBROADCASTSS	1493
3579	VBROADCASTSS_YMMqq_MEMd	VBROADCASTSS	1493
3580	VBROADCASTSS_YMMqq_XMMdq	VBROADCASTSS	1493
3581	VBROADCASTSS_ZMMf32_MASKmskw_MEMf32_AVX512	VBROADCASTSS	1493
3582	VBROADCASTSS_ZMMf32_MASKmskw_XMMf32_AVX512	VBROADCASTSS	1493
3583	VCMPBF16_MASKmskw_MASKmskw_XMMbf16_MEMbf16_IMM8_AVX512	VCMPBF16	1494
3584	VCMPBF16_MASKmskw_MASKmskw_XMMbf16_XMMbf16_IMM8_AVX512	VCMPBF16	1494
3585	VCMPBF16_MASKmskw_MASKmskw_YMMbf16_MEMbf16_IMM8_AVX512	VCMPBF16	1494
3586	VCMPBF16_MASKmskw_MASKmskw_YMMbf16_YMMbf16_IMM8_AVX512	VCMPBF16	1494
3587	VCMPBF16_MASKmskw_MASKmskw_ZMMbf16_MEMbf16_IMM8_AVX512	VCMPBF16	1494
3588	VCMPBF16_MASKmskw_MASKmskw_ZMMbf16_ZMMbf16_IMM8_AVX512	VCMPBF16	1494
3589	VCMPPD_MASKmskw_MASKmskw_XMMf64_MEMf64_IMM8_AVX512	VCMPPD	1495
3590	VCMPPD_MASKmskw_MASKmskw_XMMf64_XMMf64_IMM8_AVX512	VCMPPD	1495
3591	VCMPPD_MASKmskw_MASKmskw_YMMf64_MEMf64_IMM8_AVX512	VCMPPD	1495
3592	VCMPPD_MASKmskw_MASKmskw_YMMf64_YMMf64_IMM8_AVX512	VCMPPD	1495
3593	VCMPPD_MASKmskw_MASKmskw_ZMMf64_MEMf64_IMM8_AVX512	VCMPPD	1495
3594	VCMPPD_MASKmskw_MASKmskw_ZMMf64_ZMMf64_IMM8_AVX512	VCMPPD	1495
3595	VCMPPD_XMMdq_XMMdq_MEMdq_IMMb	VCMPPD	1495
3596	VCMPPD_XMMdq_XMMdq_XMMdq_IMMb	VCMPPD	1495
3597	VCMPPD_YMMqq_YMMqq_MEMqq_IMMb	VCMPPD	1495
3598	VCMPPD_YMMqq_YMMqq_YMMqq_IMMb	VCMPPD	1495
3599	VCMPPH_MASKmskw_MASKmskw_XMMf16_MEMf16_IMM8_AVX512	VCMPPH	1496
3600	VCMPPH_MASKmskw_MASKmskw_XMMf16_XMMf16_IMM8_AVX512	VCMPPH	1496
3601	VCMPPH_MASKmskw_MASKmskw_YMMf16_MEMf16_IMM8_AVX512	VCMPPH	1496
3602	VCMPPH_MASKmskw_MASKmskw_YMMf16_YMMf16_IMM8_AVX512	VCMPPH	1496
3603	VCMPPH_MASKmskw_MASKmskw_ZMMf16_MEMf16_IMM8_AVX512	VCMPPH	1496
3604	VCMPPH_MASKmskw_MASKmskw_ZMMf16_ZMMf16_IMM8_AVX512	VCMPPH	1496
3605	VCMPPS_MASKmskw_MASKmskw_XMMf32_MEMf32_IMM8_AVX512	VCMPPS	1497
3606	VCMPPS_MASKmskw_MASKmskw_XMMf32_XMMf32_IMM8_AVX512	VCMPPS	1497
3607	VCMPPS_MASKmskw_MASKmskw_YMMf32_MEMf32_IMM8_AVX512	VCMPPS	1497
3608	VCMPPS_MASKmskw_MASKmskw_YMMf32_YMMf32_IMM8_AVX512	VCMPPS	1497
3609	VCMPPS_MASKmskw_MASKmskw_ZMMf32_MEMf32_IMM8_AVX512	VCMPPS	1497
3610	VCMPPS_MASKmskw_MASKmskw_ZMMf32_ZMMf32_IMM8_AVX512	VCMPPS	1497
3611	VCMPPS_XMMdq_XMMdq_MEMdq_IMMb	VCMPPS	1497
3612	VCMPPS_XMMdq_XMMdq_XMMdq_IMMb	VCMPPS	1497
3613	VCMPPS_YMMqq_YMMqq_MEMqq_IMMb	VCMPPS	1497
3614	VCMPPS_YMMqq_YMMqq_YMMqq_IMMb	VCMPPS	1497
3615	VCMPSD_MASKmskw_MASKmskw_XMMf64_MEMf64_IMM8_AVX512	VCMPSD	1498
3616	VCMPSD_MASKmskw_MASKmskw_XMMf64_XMMf64_IMM8_AVX512	VCMPSD	1498
3617	VCMPSD_XMMdq_XMMdq_MEMq_IMMb	VCMPSD	1498
3618	VCMPSD_XMMdq_XMMdq_XMMq_IMMb	VCMPSD	1498
3619	VCMPSH_MASKmskw_MASKmskw_XMMf16_MEMf16_IMM8_AVX512	VCMPSH	1499
3620	VCMPSH_MASKmskw_MASKmskw_XMMf16_XMMf16_IMM8_AVX512	VCMPSH	1499
3621	VCMPSS_MASKmskw_MASKmskw_XMMf32_MEMf32_IMM8_AVX512	VCMPSS	1500
3622	VCMPSS_MASKmskw_MASKmskw_XMMf32_XMMf32_IMM8_AVX512	VCMPSS	1500
3623	VCMPSS_XMMdq_XMMdq_MEMd_IMMb	VCMPSS	1500
3624	VCMPSS_XMMdq_XMMdq_XMMd_IMMb	VCMPSS	1500
3625	VCOMISBF16_XMMbf16_MEMbf16_AVX512	VCOMISBF16	1501
3626	VCOMISBF16_XMMbf16_XMMbf16_AVX512	VCOMISBF16	1501
3627	VCOMISD_XMMf64_MEMf64_AVX512	VCOMISD	1502
3628	VCOMISD_XMMf64_XMMf64_AVX512	VCOMISD	1502
3629	VCOMISD_XMMq_MEMq	VCOMISD	1502
3630	VCOMISD_XMMq_XMMq	VCOMISD	1502
3631	VCOMISH_XMMf16_MEMf16_AVX512	VCOMISH	1503
3632	VCOMISH_XMMf16_XMMf16_AVX512	VCOMISH	1503
3633	VCOMISS_XMMd_MEMd	VCOMISS	1504
3634	VCOMISS_XMMd_XMMd	VCOMISS	1504
3635	VCOMISS_XMMf32_MEMf32_AVX512	VCOMISS	1504
3636	VCOMISS_XMMf32_XMMf32_AVX512	VCOMISS	1504
3637	VCOMPRESSPD_MEMf64_MASKmskw_XMMf64_AVX512	VCOMPRESSPD	1505
3638	VCOMPRESSPD_MEMf64_MASKmskw_YMMf64_AVX512	VCOMPRESSPD	1505
3639	VCOMPRESSPD_MEMf64_MASKmskw_ZMMf64_AVX512	VCOMPRESSPD	1505
3640	VCOMPRESSPD_XMMf64_MASKmskw_XMMf64_AVX512	VCOMPRESSPD	1505
3641	VCOMPRESSPD_YMMf64_MASKmskw_YMMf64_AVX512	VCOMPRESSPD	1505
3642	VCOMPRESSPD_ZMMf64_MASKmskw_ZMMf64_AVX512	VCOMPRESSPD	1505
3643	VCOMPRESSPS_MEMf32_MASKmskw_XMMf32_AVX512	VCOMPRESSPS	1506
3644	VCOMPRESSPS_MEMf32_MASKmskw_YMMf32_AVX512	VCOMPRESSPS	1506
3645	VCOMPRESSPS_MEMf32_MASKmskw_ZMMf32_AVX512	VCOMPRESSPS	1506
3646	VCOMPRESSPS_XMMf32_MASKmskw_XMMf32_AVX512	VCOMPRESSPS	1506
3647	VCOMPRESSPS_YMMf32_MASKmskw_YMMf32_AVX512	VCOMPRESSPS	1506
3648	VCOMPRESSPS_ZMMf32_MASKmskw_ZMMf32_AVX512	VCOMPRESSPS	1506
3649	VCOMXSD_XMMf64_MEMf64_AVX512	VCOMXSD	1507
3650	VCOMXSD_XMMf64_XMMf64_AVX512	VCOMXSD	1507
3651	VCOMXSH_XMMf16_MEMf16_AVX512	VCOMXSH	1508
3652	VCOMXSH_XMMf16_XMMf16_AVX512	VCOMXSH	1508
3653	VCOMXSS_XMMf32_MEMf32_AVX512	VCOMXSS	1509
3654	VCOMXSS_XMMf32_XMMf32_AVX512	VCOMXSS	1509
3655	VCVT2PH2BF8S_XMMbf8_MASKmskw_XMMf16_MEMf16_AVX512	VCVT2PH2BF8S	1511
3656	VCVT2PH2BF8S_XMMbf8_MASKmskw_XMMf16_XMMf16_AVX512	VCVT2PH2BF8S	1511
3657	VCVT2PH2BF8S_YMMbf8_MASKmskw_YMMf16_MEMf16_AVX512	VCVT2PH2BF8S	1511
3658	VCVT2PH2BF8S_YMMbf8_MASKmskw_YMMf16_YMMf16_AVX512	VCVT2PH2BF8S	1511
3659	VCVT2PH2BF8S_ZMMbf8_MASKmskw_ZMMf16_MEMf16_AVX512	VCVT2PH2BF8S	1511
3660	VCVT2PH2BF8S_ZMMbf8_MASKmskw_ZMMf16_ZMMf16_AVX512	VCVT2PH2BF8S	1511
3661	VCVT2PH2BF8_XMMbf8_MASKmskw_XMMf16_MEMf16_AVX512	VCVT2PH2BF8	1510
3662	VCVT2PH2BF8_XMMbf8_MASKmskw_XMMf16_XMMf16_AVX512	VCVT2PH2BF8	1510
3663	VCVT2PH2BF8_YMMbf8_MASKmskw_YMMf16_MEMf16_AVX512	VCVT2PH2BF8	1510
3664	VCVT2PH2BF8_YMMbf8_MASKmskw_YMMf16_YMMf16_AVX512	VCVT2PH2BF8	1510
3665	VCVT2PH2BF8_ZMMbf8_MASKmskw_ZMMf16_MEMf16_AVX512	VCVT2PH2BF8	1510
3666	VCVT2PH2BF8_ZMMbf8_MASKmskw_ZMMf16_ZMMf16_AVX512	VCVT2PH2BF8	1510
3667	VCVT2PH2HF8S_XMMhf8_MASKmskw_XMMf16_MEMf16_AVX512	VCVT2PH2HF8S	1513
3668	VCVT2PH2HF8S_XMMhf8_MASKmskw_XMMf16_XMMf16_AVX512	VCVT2PH2HF8S	1513
3669	VCVT2PH2HF8S_YMMhf8_MASKmskw_YMMf16_MEMf16_AVX512	VCVT2PH2HF8S	1513
3670	VCVT2PH2HF8S_YMMhf8_MASKmskw_YMMf16_YMMf16_AVX512	VCVT2PH2HF8S	1513
3671	VCVT2PH2HF8S_ZMMhf8_MASKmskw_ZMMf16_MEMf16_AVX512	VCVT2PH2HF8S	1513
3672	VCVT2PH2HF8S_ZMMhf8_MASKmskw_ZMMf16_ZMMf16_AVX512	VCVT2PH2HF8S	1513
3673	VCVT2PH2HF8_XMMhf8_MASKmskw_XMMf16_MEMf16_AVX512	VCVT2PH2HF8	1512
3674	VCVT2PH2HF8_XMMhf8_MASKmskw_XMMf16_XMMf16_AVX512	VCVT2PH2HF8	1512
3675	VCVT2PH2HF8_YMMhf8_MASKmskw_YMMf16_MEMf16_AVX512	VCVT2PH2HF8	1512
3676	VCVT2PH2HF8_YMMhf8_MASKmskw_YMMf16_YMMf16_AVX512	VCVT2PH2HF8	1512
3677	VCVT2PH2HF8_ZMMhf8_MASKmskw_ZMMf16_MEMf16_AVX512	VCVT2PH2HF8	1512
3678	VCVT2PH2HF8_ZMMhf8_MASKmskw_ZMMf16_ZMMf16_AVX512	VCVT2PH2HF8	1512
3679	VCVT2PS2PHX_XMMf16_MASKmskw_XMMf32_MEMf32_AVX512	VCVT2PS2PHX	1514
3680	VCVT2PS2PHX_XMMf16_MASKmskw_XMMf32_XMMf32_AVX512	VCVT2PS2PHX	1514
3681	VCVT2PS2PHX_YMMf16_MASKmskw_YMMf32_MEMf32_AVX512	VCVT2PS2PHX	1514
3682	VCVT2PS2PHX_YMMf16_MASKmskw_YMMf32_YMMf32_AVX512	VCVT2PS2PHX	1514
3683	VCVT2PS2PHX_ZMMf16_MASKmskw_ZMMf32_MEMf32_AVX512	VCVT2PS2PHX	1514
3684	VCVT2PS2PHX_ZMMf16_MASKmskw_ZMMf32_ZMMf32_AVX512	VCVT2PS2PHX	1514
3685	VCVTBF162IBS_XMMi8_MASKmskw_MEMbf16_AVX512	VCVTBF162IBS	1515
3686	VCVTBF162IBS_XMMi8_MASKmskw_XMMbf16_AVX512	VCVTBF162IBS	1515
3687	VCVTBF162IBS_YMMi8_MASKmskw_MEMbf16_AVX512	VCVTBF162IBS	1515
3688	VCVTBF162IBS_YMMi8_MASKmskw_YMMbf16_AVX512	VCVTBF162IBS	1515
3689	VCVTBF162IBS_ZMMi8_MASKmskw_MEMbf16_AVX512	VCVTBF162IBS	1515
3690	VCVTBF162IBS_ZMMi8_MASKmskw_ZMMbf16_AVX512	VCVTBF162IBS	1515
3691	VCVTBF162IUBS_XMMu8_MASKmskw_MEMbf16_AVX512	VCVTBF162IUBS	1516
3692	VCVTBF162IUBS_XMMu8_MASKmskw_XMMbf16_AVX512	VCVTBF162IUBS	1516
3693	VCVTBF162IUBS_YMMu8_MASKmskw_MEMbf16_AVX512	VCVTBF162IUBS	1516
3694	VCVTBF162IUBS_YMMu8_MASKmskw_YMMbf16_AVX512	VCVTBF162IUBS	1516
3695	VCVTBF162IUBS_ZMMu8_MASKmskw_MEMbf16_AVX512	VCVTBF162IUBS	1516
3696	VCVTBF162IUBS_ZMMu8_MASKmskw_ZMMbf16_AVX512	VCVTBF162IUBS	1516
3697	VCVTBF42HF8_XMMhf8_MASKmskw_MEMbf4_AVX512	VCVTBF42HF8	1517
3698	VCVTBF42HF8_XMMhf8_MASKmskw_XMMbf4_AVX512	VCVTBF42HF8	1517
3699	VCVTBF42HF8_YMMhf8_MASKmskw_MEMbf4_AVX512	VCVTBF42HF8	1517
3700	VCVTBF42HF8_YMMhf8_MASKmskw_XMMbf4_AVX512	VCVTBF42HF8	1517
3701	VCVTBF42HF8_ZMMhf8_MASKmskw_MEMbf4_AVX512	VCVTBF42HF8	1517
3702	VCVTBF42HF8_ZMMhf8_MASKmskw_YMMbf4_AVX512	VCVTBF42HF8	1517
3703	VCVTBF62HF8_XMMhf8_MASKmskw_XMMbf6_AVX512	VCVTBF62HF8	1518
3704	VCVTBF62HF8_YMMhf8_MASKmskw_YMMbf6_AVX512	VCVTBF62HF8	1518
3705	VCVTBF62HF8_ZMMhf8_MASKmskw_ZMMbf6_AVX512	VCVTBF62HF8	1518
3706	VCVTBF82BF4S_MEMbf4_XMMbf8_AVX512	VCVTBF82BF4S	1519
3707	VCVTBF82BF4S_MEMbf4_YMMbf8_AVX512	VCVTBF82BF4S	1519
3708	VCVTBF82BF4S_MEMbf4_ZMMbf8_AVX512	VCVTBF82BF4S	1519
3709	VCVTBF82BF4S_XMMbf4_XMMbf8_AVX512	VCVTBF82BF4S	1519
3710	VCVTBF82BF4S_XMMbf4_YMMbf8_AVX512	VCVTBF82BF4S	1519
3711	VCVTBF82BF4S_YMMbf4_ZMMbf8_AVX512	VCVTBF82BF4S	1519
3712	VCVTBF82BF6S_XMMbf6_XMMbf8_AVX512	VCVTBF82BF6S	1520
3713	VCVTBF82BF6S_YMMbf6_YMMbf8_AVX512	VCVTBF82BF6S	1520
3714	VCVTBF82BF6S_ZMMbf6_ZMMbf8_AVX512	VCVTBF82BF6S	1520
3715	VCVTBF82PS_XMMf32_MASKmskw_MEMbf8_AVX512	VCVTBF82PS	1521
3716	VCVTBF82PS_XMMf32_MASKmskw_XMMbf8_AVX512	VCVTBF82PS	1521
3717	VCVTBF82PS_YMMf32_MASKmskw_MEMbf8_AVX512	VCVTBF82PS	1521
3718	VCVTBF82PS_YMMf32_MASKmskw_XMMbf8_AVX512	VCVTBF82PS	1521
3719	VCVTBF82PS_ZMMf32_MASKmskw_MEMbf8_AVX512	VCVTBF82PS	1521
3720	VCVTBF82PS_ZMMf32_MASKmskw_XMMbf8_AVX512	VCVTBF82PS	1521
3721	VCVTBIASPH2BF8S_XMMbf8_MASKmskw_XMM2i8_MEMf16_AVX512_VL128	VCVTBIASPH2BF8S	1523
3722	VCVTBIASPH2BF8S_XMMbf8_MASKmskw_XMM2i8_XMMf16_AVX512	VCVTBIASPH2BF8S	1523
3723	VCVTBIASPH2BF8S_XMMbf8_MASKmskw_YMM2i8_MEMf16_AVX512_VL256	VCVTBIASPH2BF8S	1523
3724	VCVTBIASPH2BF8S_XMMbf8_MASKmskw_YMM2i8_YMMf16_AVX512	VCVTBIASPH2BF8S	1523
3725	VCVTBIASPH2BF8S_YMMbf8_MASKmskw_ZMM2i8_MEMf16_AVX512_VL512	VCVTBIASPH2BF8S	1523
3726	VCVTBIASPH2BF8S_YMMbf8_MASKmskw_ZMM2i8_ZMMf16_AVX512	VCVTBIASPH2BF8S	1523
3727	VCVTBIASPH2BF8_XMMbf8_MASKmskw_XMM2i8_MEMf16_AVX512_VL128	VCVTBIASPH2BF8	1522
3728	VCVTBIASPH2BF8_XMMbf8_MASKmskw_XMM2i8_XMMf16_AVX512	VCVTBIASPH2BF8	1522
3729	VCVTBIASPH2BF8_XMMbf8_MASKmskw_YMM2i8_MEMf16_AVX512_VL256	VCVTBIASPH2BF8	1522
3730	VCVTBIASPH2BF8_XMMbf8_MASKmskw_YMM2i8_YMMf16_AVX512	VCVTBIASPH2BF8	1522
3731	VCVTBIASPH2BF8_YMMbf8_MASKmskw_ZMM2i8_MEMf16_AVX512_VL512	VCVTBIASPH2BF8	1522
3732	VCVTBIASPH2BF8_YMMbf8_MASKmskw_ZMM2i8_ZMMf16_AVX512	VCVTBIASPH2BF8	1522
3733	VCVTBIASPH2HF8S_XMMhf8_MASKmskw_XMM2i8_MEMf16_AVX512_VL128	VCVTBIASPH2HF8S	1525
3734	VCVTBIASPH2HF8S_XMMhf8_MASKmskw_XMM2i8_XMMf16_AVX512	VCVTBIASPH2HF8S	1525
3735	VCVTBIASPH2HF8S_XMMhf8_MASKmskw_YMM2i8_MEMf16_AVX512_VL256	VCVTBIASPH2HF8S	1525
3736	VCVTBIASPH2HF8S_XMMhf8_MASKmskw_YMM2i8_YMMf16_AVX512	VCVTBIASPH2HF8S	1525
3737	VCVTBIASPH2HF8S_YMMhf8_MASKmskw_ZMM2i8_MEMf16_AVX512_VL512	VCVTBIASPH2HF8S	1525
3738	VCVTBIASPH2HF8S_YMMhf8_MASKmskw_ZMM2i8_ZMMf16_AVX512	VCVTBIASPH2HF8S	1525
3739	VCVTBIASPH2HF8_XMMhf8_MASKmskw_XMM2i8_MEMf16_AVX512_VL128	VCVTBIASPH2HF8	1524
3740	VCVTBIASPH2HF8_XMMhf8_MASKmskw_XMM2i8_XMMf16_AVX512	VCVTBIASPH2HF8	1524
3741	VCVTBIASPH2HF8_XMMhf8_MASKmskw_YMM2i8_MEMf16_AVX512_VL256	VCVTBIASPH2HF8	1524
3742	VCVTBIASPH2HF8_XMMhf8_MASKmskw_YMM2i8_YMMf16_AVX512	VCVTBIASPH2HF8	1524
3743	VCVTBIASPH2HF8_YMMhf8_MASKmskw_ZMM2i8_MEMf16_AVX512_VL512	VCVTBIASPH2HF8	1524
3744	VCVTBIASPH2HF8_YMMhf8_MASKmskw_ZMM2i8_ZMMf16_AVX512	VCVTBIASPH2HF8	1524
3745	VCVTBIASPS2BF8S_XMMbf8_MASKmskw_XMMf32_MEMf32_AVX512	VCVTBIASPS2BF8S	1527
3746	VCVTBIASPS2BF8S_XMMbf8_MASKmskw_XMMf32_XMMf32_AVX512	VCVTBIASPS2BF8S	1527
3747	VCVTBIASPS2BF8S_XMMbf8_MASKmskw_YMMf32_MEMf32_AVX512	VCVTBIASPS2BF8S	1527
3748	VCVTBIASPS2BF8S_XMMbf8_MASKmskw_YMMf32_YMMf32_AVX512	VCVTBIASPS2BF8S	1527
3749	VCVTBIASPS2BF8S_XMMbf8_MASKmskw_ZMMf32_MEMf32_AVX512	VCVTBIASPS2BF8S	1527
3750	VCVTBIASPS2BF8S_XMMbf8_MASKmskw_ZMMf32_ZMMf32_AVX512	VCVTBIASPS2BF8S	1527
