form_id	source_form_id	mnemonic	isa	width	authority	witnesses	operand_semantics	capstone_real_name	capstone_groups
2221	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_0/add_z_p_zz_	add	A64	32	aarchmrs+capstone	0x04001961,0x04001d82,0x04001227,0x040002ab,0x04001960,0x0400197f,0x04000161,0x04001d61,0x04001801,0x04001be1,0x04401961,0x04801961,0x04c01961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	add	HasSVEorSME
2222	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_0/sub_z_p_zz_	sub	A64	32	aarchmrs+capstone	0x04011961,0x04011d82,0x04011227,0x040102ab,0x04011960,0x0401197f,0x04010161,0x04011d61,0x04011801,0x04011be1,0x04411961,0x04811961,0x04c11961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sub	HasSVEorSME
2223	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_0/subr_z_p_zz_	subr	A64	32	aarchmrs+capstone	0x04031961,0x04031d82,0x04031227,0x040302ab,0x04031960,0x0403197f,0x04030161,0x04031d61,0x04031801,0x04031be1,0x04431961,0x04831961,0x04c31961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	subr	HasSVEorSME
2224	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_0/addpt_z_p_zz_	addpt	A64	32	aarchmrs+capstone	0x04c41961,0x04c41d82,0x04c41227,0x04c402ab,0x04c41960,0x04c4197f,0x04c40161,0x04c41d61,0x04c41801,0x04c41be1	"[{""access"":3,""addend"":3,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":0,""reg_class"":8,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":3,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":3,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":0,""reg_class"":8,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":3,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":0,""reg_class"":8,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":0}]"	addpt	HasCPA,HasSVE
2225	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_0/subpt_z_p_zz_	subpt	A64	32	aarchmrs+capstone	0x04c51961,0x04c51d82,0x04c51227,0x04c502ab,0x04c51960,0x04c5197f,0x04c50161,0x04c51d61,0x04c51801,0x04c51be1	"[{""access"":3,""addend"":3,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":0,""reg_class"":8,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":3,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":3,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":0,""reg_class"":8,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":3,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":0,""reg_class"":8,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":0}]"	subpt	HasCPA,HasSVE
2226	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_1/smax_z_p_zz_	smax	A64	32	aarchmrs+capstone	0x04081961,0x04081d82,0x04081227,0x040802ab,0x04081960,0x0408197f,0x04080161,0x04081d61,0x04081801,0x04081be1,0x04481961,0x04881961,0x04c81961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	smax	HasSVEorSME
2227	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_1/smin_z_p_zz_	smin	A64	32	aarchmrs+capstone	0x040a1961,0x040a1d82,0x040a1227,0x040a02ab,0x040a1960,0x040a197f,0x040a0161,0x040a1d61,0x040a1801,0x040a1be1,0x044a1961,0x048a1961,0x04ca1961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	smin	HasSVEorSME
2228	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_1/sabd_z_p_zz_	sabd	A64	32	aarchmrs+capstone	0x040c1961,0x040c1d82,0x040c1227,0x040c02ab,0x040c1960,0x040c197f,0x040c0161,0x040c1d61,0x040c1801,0x040c1be1,0x044c1961,0x048c1961,0x04cc1961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sabd	HasSVEorSME
2229	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_1/umax_z_p_zz_	umax	A64	32	aarchmrs+capstone	0x04091961,0x04091d82,0x04091227,0x040902ab,0x04091960,0x0409197f,0x04090161,0x04091d61,0x04091801,0x04091be1,0x04491961,0x04891961,0x04c91961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	umax	HasSVEorSME
2230	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_1/umin_z_p_zz_	umin	A64	32	aarchmrs+capstone	0x040b1961,0x040b1d82,0x040b1227,0x040b02ab,0x040b1960,0x040b197f,0x040b0161,0x040b1d61,0x040b1801,0x040b1be1,0x044b1961,0x048b1961,0x04cb1961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	umin	HasSVEorSME
2231	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_1/uabd_z_p_zz_	uabd	A64	32	aarchmrs+capstone	0x040d1961,0x040d1d82,0x040d1227,0x040d02ab,0x040d1960,0x040d197f,0x040d0161,0x040d1d61,0x040d1801,0x040d1be1,0x044d1961,0x048d1961,0x04cd1961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uabd	HasSVEorSME
2232	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_2/mul_z_p_zz_	mul	A64	32	aarchmrs+capstone	0x04101961,0x04101d82,0x04101227,0x041002ab,0x04101960,0x0410197f,0x04100161,0x04101d61,0x04101801,0x04101be1,0x04501961,0x04901961,0x04d01961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	mul	HasSVEorSME
2233	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_2/smulh_z_p_zz_	smulh	A64	32	aarchmrs+capstone	0x04121961,0x04121d82,0x04121227,0x041202ab,0x04121960,0x0412197f,0x04120161,0x04121d61,0x04121801,0x04121be1,0x04521961,0x04921961,0x04d21961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	smulh	HasSVEorSME
2234	A64/sve/sve_int_pred_bin/sve_int_bin_pred_arit_2/umulh_z_p_zz_	umulh	A64	32	aarchmrs+capstone	0x04131961,0x04131d82,0x04131227,0x041302ab,0x04131960,0x0413197f,0x04130161,0x04131d61,0x04131801,0x04131be1,0x04531961,0x04931961,0x04d31961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	umulh	HasSVEorSME
2239	A64/sve/sve_int_pred_bin/sve_int_bin_pred_log/orr_z_p_zz_	orr	A64	32	aarchmrs+capstone	0x04181961,0x04181d82,0x04181227,0x041802ab,0x04181960,0x0418197f,0x04180161,0x04181d61,0x04181801,0x04181be1,0x04581961,0x04981961,0x04d81961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	orr	HasSVEorSME
2240	A64/sve/sve_int_pred_bin/sve_int_bin_pred_log/eor_z_p_zz_	eor	A64	32	aarchmrs+capstone	0x04191961,0x04191d82,0x04191227,0x041902ab,0x04191960,0x0419197f,0x04190161,0x04191d61,0x04191801,0x04191be1,0x04591961,0x04991961,0x04d91961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	eor	HasSVEorSME
2241	A64/sve/sve_int_pred_bin/sve_int_bin_pred_log/and_z_p_zz_	and	A64	32	aarchmrs+capstone	0x041a1961,0x041a1d82,0x041a1227,0x041a02ab,0x041a1960,0x041a197f,0x041a0161,0x041a1d61,0x041a1801,0x041a1be1,0x045a1961,0x049a1961,0x04da1961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	and	HasSVEorSME
2242	A64/sve/sve_int_pred_bin/sve_int_bin_pred_log/bic_z_p_zz_	bic	A64	32	aarchmrs+capstone	0x041b1961,0x041b1d82,0x041b1227,0x041b02ab,0x041b1960,0x041b197f,0x041b0161,0x041b1d61,0x041b1801,0x041b1be1,0x045b1961,0x049b1961,0x04db1961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	bic	HasSVEorSME
2270	A64/sve/sve_int_pred_shift/sve_int_bin_pred_shift_1/asr_z_p_zz_	asr	A64	32	aarchmrs+capstone	0x04109961,0x04109d82,0x04109227,0x041082ab,0x04109960,0x0410997f,0x04108161,0x04109d61,0x04109801,0x04109be1,0x04509961,0x04909961,0x04d09961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	asr	HasSVEorSME
2271	A64/sve/sve_int_pred_shift/sve_int_bin_pred_shift_1/lsl_z_p_zz_	lsl	A64	32	aarchmrs+capstone	0x04139961,0x04139d82,0x04139227,0x041382ab,0x04139960,0x0413997f,0x04138161,0x04139d61,0x04139801,0x04139be1,0x04539961,0x04939961,0x04d39961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	lsl	HasSVEorSME
2272	A64/sve/sve_int_pred_shift/sve_int_bin_pred_shift_1/asrr_z_p_zz_	asrr	A64	32	aarchmrs+capstone	0x04149961,0x04149d82,0x04149227,0x041482ab,0x04149960,0x0414997f,0x04148161,0x04149d61,0x04149801,0x04149be1,0x04549961,0x04949961,0x04d49961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	asrr	HasSVEorSME
2273	A64/sve/sve_int_pred_shift/sve_int_bin_pred_shift_1/lslr_z_p_zz_	lslr	A64	32	aarchmrs+capstone	0x04179961,0x04179d82,0x04179227,0x041782ab,0x04179960,0x0417997f,0x04178161,0x04179d61,0x04179801,0x04179be1,0x04579961,0x04979961,0x04d79961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	lslr	HasSVEorSME
2274	A64/sve/sve_int_pred_shift/sve_int_bin_pred_shift_1/lsr_z_p_zz_	lsr	A64	32	aarchmrs+capstone	0x04119961,0x04119d82,0x04119227,0x041182ab,0x04119960,0x0411997f,0x04118161,0x04119d61,0x04119801,0x04119be1,0x04519961,0x04919961,0x04d19961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	lsr	HasSVEorSME
2275	A64/sve/sve_int_pred_shift/sve_int_bin_pred_shift_1/lsrr_z_p_zz_	lsrr	A64	32	aarchmrs+capstone	0x04159961,0x04159d82,0x04159227,0x041582ab,0x04159960,0x0415997f,0x04158161,0x04159d61,0x04159801,0x04159be1,0x04559961,0x04959961,0x04d59961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	lsrr	HasSVEorSME
2279	A64/sve/sve_int_pred_un/sve_int_un_pred_arit_0/abs_z_p_z_m	abs	A64	32	aarchmrs+capstone	0x0416b961,0x0416bd82,0x0416b227,0x0416a2ab,0x0416b960,0x0416b97f,0x0416a161,0x0416bd61,0x0416b801,0x0416bbe1,0x0456b961,0x0496b961,0x04d6b961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	abs	HasSVEorSME
2281	A64/sve/sve_int_pred_un/sve_int_un_pred_arit_0/neg_z_p_z_m	neg	A64	32	aarchmrs+capstone	0x0417b961,0x0417bd82,0x0417b227,0x0417a2ab,0x0417b960,0x0417b97f,0x0417a161,0x0417bd61,0x0417b801,0x0417bbe1,0x0457b961,0x0497b961,0x04d7b961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	neg	HasSVEorSME
